2.195245|0.452182
2.200348|0.392898
2.192906|0.408125
2.189699|0.791350
2.175011|0.408261
2.178126|0.418494
2.176635|0.446114
2.185057|0.877952
2.188846|0.378773
2.150020|0.336055
2.165469|0.323669
2.158253|0.353364
2.166688|0.314034
2.143447|0.277732
2.138808|0.196261
2.161121|0.280333
2.141658|0.178085
2.162652|0.236188
2.148726|0.259334
2.134434|0.216116
2.135779|0.182132
2.155552|0.263946
2.169419|0.273198
2.175600|0.242945
2.124524|0.155727
2.147288|0.194470
2.136050|0.202919
2.148026|0.215553
2.122672|0.186460
2.117073|0.163817
2.147362|0.245617
2.127049|0.140055
2.147924|0.193962
2.139410|0.188293
2.117872|0.208571
2.121622|0.154963
2.139942|0.157985
2.166891|0.082710
2.173572|0.236056
2.113712|0.205242
2.134742|0.215122
2.121327|0.183551
2.131102|0.153042
2.111472|0.181435
2.102128|0.151385
2.138619|0.180767
2.115788|0.104957
2.135295|0.169860
2.130666|0.171741
2.111048|0.223692
2.112067|0.127619
2.124804|0.139973
2.163308|0.099321
2.154041|0.178850
2.107261|0.108889
2.119745|0.131508
2.113040|0.131185
2.118771|0.126734
2.103151|0.116282
2.093063|0.148611
2.130988|0.138863
2.105189|0.101951
2.121543|0.118531
2.122073|0.248619
2.100021|0.203055
2.102595|0.134401
2.113892|0.122332
2.159092|0.133522
2.138866|0.102446
2.095972|0.072087
2.109471|0.084032
2.102014|0.088025
2.106766|0.102972
2.094606|0.083909
2.080396|0.122736
2.123702|0.109822
2.096180|0.065971
2.111058|0.100760
2.114379|0.105841
2.093257|0.218096
2.093935|0.107920
2.104173|0.098814
2.155272|0.046418
2.129225|0.147055
2.089633|0.081921
2.099551|0.086605
2.094512|0.075119
2.098579|0.105948
2.087943|0.076398
2.071340|0.076885
2.119617|0.091274
2.089073|0.082430
2.100780|0.089174
2.106832|0.128837
2.086720|0.167921
2.086656|0.102191
2.093626|0.092715
2.153065|0.044083
2.119525|0.087240
2.083413|0.082930
2.089841|0.095285
2.087343|0.083427
2.090861|0.088813
2.082378|0.077336
2.064310|0.073846
2.115990|0.090003
2.083834|0.085386
2.091365|0.084776
2.102671|0.089490
2.082324|0.143329
2.082988|0.095728
2.087242|0.088538
2.150074|0.036768
2.107411|0.071749
2.079757|0.071641
2.085716|0.101984
2.084068|0.087976
2.086188|0.080870
2.079607|0.073256
2.060547|0.079653
2.113549|0.083421
2.081160|0.074882
2.087762|0.077226
2.100422|0.095816
2.080187|0.151596
2.080645|0.088721
2.084311|0.098084
2.148785|0.039739
2.101481|0.069572
2.076984|0.075077
2.082547|0.084515
2.081561|0.071769
2.083753|0.086472
2.077447|0.073740
2.057686|0.063194
2.111727|0.087046
2.078940|0.079159
2.084829|0.079298
2.098861|0.076597
2.078249|0.114938
2.078870|0.088935
2.082546|0.091683
2.147250|0.027184
2.096466|0.065664
2.074876|0.069415
2.080488|0.098478
2.079898|0.075751
2.081392|0.076974
2.075496|0.069289
2.055766|0.061423
2.084903|0.129936
2.106314|0.279809
2.035182|0.195628
2.152524|0.325750
2.014709|0.204782
2.076597|0.078867
2.013263|0.018838
2.111290|0.016953
2.060748|0.016120
2.045430|0.192587
2.095284|0.184336
2.067044|0.342475
2.090094|0.007588
2.031270|0.006641
2.063259|0.274674
2.038227|0.010087
2.066416|0.020126
2.088765|0.252287
2.096997|0.023940
2.070318|0.158917
2.117419|0.194141
2.022414|0.158200
2.078064|0.032199
2.012294|0.011120
2.062145|0.067736
2.095797|0.065021
2.039387|0.120591
2.046519|0.038130
2.040533|0.097808
2.078817|0.038825
2.026072|0.031891
2.049210|0.141413
2.012543|0.027100
2.033059|0.020021
2.079747|0.216146
2.087270|0.018498
2.050499|0.115040
2.103024|0.130971
2.008521|0.162650
2.072628|0.029984
2.003466|0.004136
2.056465|0.046323
2.055728|0.024356
2.019167|0.094513
2.033573|0.024753
2.030421|0.072831
2.073313|0.037108
2.018827|0.026164
2.034939|0.083474
2.002896|0.022734
2.020538|0.006755
2.074390|0.187119
2.080440|0.010293
2.033062|0.096143
2.088318|0.081212
2.003303|0.168613
2.068621|0.025802
1.998403|0.006389
2.050785|0.017939
2.042171|0.009383
2.013108|0.075523
2.016870|0.007099
2.014293|0.066305
2.070333|0.021687
2.015361|0.018728
2.019569|0.067587
2.000171|0.022720
2.012765|0.002305
2.071353|0.182913
2.076324|0.005301
2.023772|0.085185
2.078724|0.054391
1.999723|0.159432
2.065893|0.013649
1.995420|0.004494
2.046858|0.022641
2.037499|0.007115
2.010110|0.067008
2.011464|0.007499
2.009039|0.051294
2.068400|0.017685
2.012758|0.014217
2.014646|0.058891
1.997521|0.018595
2.007590|0.001013
2.069054|0.164690
2.073844|0.006685
2.020593|0.085019
2.076244|0.048633
1.998083|0.153466
2.064031|0.013005
1.993714|0.004745
2.044312|0.017585
2.035215|0.006742
2.007629|0.067014
2.008308|0.007258
2.006193|0.046385
2.066833|0.012577
2.011510|0.010117
2.012471|0.056836
1.996265|0.015289
2.004945|0.000765
2.067483|0.156327
2.071787|0.004994
2.018449|0.086818
2.074376|0.045614
1.996943|0.146232
2.063044|0.014092
1.992536|0.006942
2.043140|0.015982
2.033713|0.008687
2.006395|0.067120
2.005945|0.008558
2.002958|0.041327
2.065770|0.012745
2.010562|0.010842
2.006340|0.050193
1.995008|0.016918
2.003649|0.000529
2.066549|0.150283
2.070790|0.007121
2.017297|0.082614
2.067879|0.043545
1.996226|0.141131
2.062622|0.013282
1.991722|0.006628
2.042341|0.015716
2.032423|0.007823
2.005817|0.066464
1.999798|0.008481
1.997438|0.039535
2.064763|0.010095
2.009771|0.008790
2.003461|0.048817
1.994073|0.013699
2.002014|0.000298
2.065494|0.145462
2.069748|0.006208
